word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	Sum of labels
sävähtää	0	1	0	1	1	1	0	1	1	0	6
säädyllisyys	1	0	0	0	0	0	0	0	0	0	1
säädyttömyys	0	0	1	0	1	0	0	0	0	0	2
säädytön	0	1	0	0	1	0	0	0	0	0	2
sääli	0	0	0	0	0	0	0	1	0	0	1
säälittävä	0	1	0	0	1	0	0	1	0	0	3
säämiskänvärinen	0	1	0	0	0	0	0	0	0	0	1
säänkestävä	1	0	0	0	0	0	0	0	0	0	1
säännellä	1	0	0	0	0	0	0	0	0	0	1
säännöllisyys	1	0	0	1	0	0	0	0	0	1	3
sääntelyn	0	1	0	0	0	1	0	0	0	0	2
sääntö	0	0	0	0	0	1	0	0	0	1	2
säästäväinen	1	0	0	0	0	0	0	0	0	0	1
säästäväisyys	1	0	0	0	1	0	0	0	0	1	3
säästää	1	0	0	0	0	0	0	0	0	0	1
säästö	0	1	0	0	0	0	0	0	0	0	1
säästöt	1	0	0	0	0	0	0	0	0	0	1
säästötoimet	0	1	0	0	0	1	0	0	0	0	2
säätyläiset	1	0	0	0	0	0	0	0	0	1	2
säätää	1	0	0	0	0	0	0	0	0	1	2
söpö	1	0	0	0	0	0	0	0	0	0	1
taaksepäin	0	1	0	0	0	0	0	0	0	0	1
taantua	0	1	0	0	0	0	0	0	0	0	1
taantuma	0	1	0	0	0	0	0	1	0	0	2
taantumuksellinen	0	1	0	0	0	0	0	0	0	0	1
taantuva	0	1	0	0	0	0	0	0	0	0	1
taata	1	0	0	0	0	0	0	0	0	1	2
taata jk	1	0	0	0	0	0	0	0	0	1	2
tabu	0	1	0	0	1	1	0	0	0	0	3
tahallinen	0	1	1	0	0	0	0	1	0	0	3
tahaton	0	1	0	0	0	0	0	0	0	0	1
tahattomasti	0	1	0	0	0	0	0	0	1	0	2
tahattomia	0	0	0	0	0	0	0	0	1	0	1
tahdikkuus	1	0	0	0	0	0	0	0	0	0	1
tahmea	0	0	0	0	1	0	0	0	0	0	1
finni	0	1	1	0	1	1	0	1	0	0	5
tahra	0	1	0	0	1	0	0	0	0	0	2
tahraton	1	0	0	0	0	0	0	0	0	1	2
tahti	0	1	0	0	0	1	0	1	0	0	3
taianomainen	1	1	0	0	0	0	1	0	0	0	3
taide	1	0	0	1	0	0	1	1	1	0	5
taifuuni	0	1	0	0	0	1	0	0	0	0	2
taikausko	1	1	0	0	0	1	0	0	0	0	3
taikauskoinen	0	1	0	1	0	1	0	0	0	0	3
taikina	0	1	1	0	0	1	0	0	0	0	3
taikuri	0	0	0	0	0	0	0	0	1	0	1
taikuus	0	1	0	1	0	1	0	0	1	0	4
taipumaton	0	1	0	0	0	0	0	0	0	0	1
taisteleva	0	1	1	0	0	0	0	0	0	0	2
taisteli	0	1	1	0	0	1	0	1	0	0	4
taistelija	0	1	1	0	0	1	0	0	0	0	3
taistella	0	1	1	0	0	1	0	0	0	0	3
taistelu	0	1	1	0	0	0	0	0	0	0	2
kamppailu	0	1	1	0	0	1	0	1	0	0	4
taistelukenttä	0	1	0	0	0	1	0	0	0	0	2
taistelunhaluinen	0	1	1	0	0	1	0	0	0	0	3
taisteluvälineet	0	1	0	0	0	1	0	0	0	0	2
taitamaton	0	1	1	0	1	0	0	0	0	0	3
taitamattomuus	0	1	0	0	1	1	0	1	0	0	4
taitava	1	0	0	0	0	0	0	0	0	0	1
taiteellinen	1	0	0	0	0	0	0	0	0	0	1
taito	1	0	0	0	0	0	0	0	0	0	1
taivaallinen	1	0	0	1	0	0	1	0	0	1	4
taivaat	1	0	0	0	0	0	1	0	0	1	3
taivas	1	0	0	0	0	0	0	0	0	0	1
taivutin	0	1	0	0	0	0	0	0	0	0	1
taju	1	0	0	0	0	0	0	0	0	0	1
tajunta	1	0	0	0	0	0	0	0	0	0	1
koomassa	0	1	0	0	0	1	0	1	0	0	3
tajuton	0	1	0	0	0	0	0	0	0	0	1
takaisinmaksuaika	0	1	1	0	0	0	0	0	0	0	2
takaisku	0	1	0	0	0	0	0	1	0	0	2
takaosa	0	1	0	0	0	0	0	0	0	0	1
takaus	1	0	0	0	0	0	0	0	0	1	2
takautuvasti	0	0	0	1	0	0	0	0	0	0	1
takavarikoida	0	1	1	0	0	0	0	1	0	0	3
takavarikointi	0	1	0	0	0	0	0	0	0	0	1
takoa	1	0	0	0	0	0	0	0	0	0	1
taktiikka	0	0	0	0	0	1	0	0	0	1	2
takuu	1	0	0	0	0	0	0	0	0	1	2
talismaani	1	0	0	0	0	0	0	0	0	0	1
tallentaa	1	0	0	0	0	0	1	0	0	1	3
tallustava	0	1	0	0	0	0	0	0	0	0	1
tallustella	0	1	0	0	0	0	0	0	0	0	1
talonmies	1	0	0	0	0	0	0	0	0	1	2
taloudenhoito	1	0	0	0	0	0	0	0	0	0	1
talous	0	0	0	0	0	0	0	0	0	1	1
talousarvio	0	0	0	0	0	0	0	0	0	1	1
talouskuri	0	1	0	0	0	0	0	0	0	1	2
talteenotto	1	0	0	0	0	0	0	0	0	0	1
taltta	1	0	0	0	0	0	0	0	0	0	1
tammi-	1	0	0	0	0	0	0	0	0	0	1
tandem	0	0	0	0	0	0	0	0	0	1	1
tanssi	1	0	0	0	0	0	1	0	0	1	3
tanssia	1	0	0	0	0	0	1	0	0	1	3
tapa	0	0	0	1	0	0	0	0	0	0	1
tapahtua	0	0	0	1	0	0	0	0	0	0	1
tapaus	0	0	0	0	0	0	0	0	1	0	1
tappaa	0	1	0	0	0	1	0	1	0	0	3
tappaminen	0	1	1	0	0	1	0	1	0	0	4
tappava	0	1	1	0	1	1	0	1	0	0	5
tappelu	0	0	1	0	0	0	0	0	0	0	1
tappi	1	0	0	0	0	0	0	0	0	1	2
tappio	0	1	1	0	0	1	0	1	0	0	4
tappo	0	1	1	0	1	1	0	1	0	0	5
taputtaa	1	0	0	1	0	0	1	0	0	1	4
tardiness	0	1	0	0	0	0	0	0	0	0	1
tarina	1	0	0	0	0	0	0	0	0	0	1
tarjoaminen	1	0	0	1	0	0	1	0	0	1	4
tarjous	1	0	0	0	0	0	0	0	0	0	1
tarkastaja	1	0	0	0	0	0	0	0	0	0	1
tarkastelu	0	0	0	0	0	0	0	0	1	1	2
tarkastus	0	1	0	0	0	1	0	0	1	0	3
tarkistaa	1	0	0	0	0	0	0	0	0	0	1
tarkistuslista	1	0	0	0	0	0	0	0	0	1	2
tarkka	1	0	0	0	0	0	0	0	0	1	2
tarkkaamattomuus	0	1	1	0	0	0	0	0	0	0	2
tarkkaavainen	1	0	0	0	0	0	0	0	0	0	1
tarkkuus	1	0	0	0	0	0	0	0	0	0	1
tarkoitettu	1	0	0	1	0	0	0	0	0	0	2
tarkoituksellinen	1	0	0	0	0	0	0	0	0	0	1
tarkoituksenmukainen	1	0	0	0	0	0	1	0	0	1	3
tarmokas	1	0	0	0	0	0	0	0	0	1	2
tarpeellinen	0	1	0	0	0	0	0	0	0	0	1
tarpeeton	0	1	0	0	0	0	0	0	0	0	1
tarttuva	0	1	0	0	1	1	0	1	0	0	4
tartunta	0	1	0	1	1	1	0	0	0	0	4
tartuntoja	0	1	0	0	1	1	0	0	0	0	3
tartuttaa	0	1	0	0	1	0	0	0	0	0	2
tarvikkeet	1	0	0	0	0	0	0	0	0	0	1
tasa-arvo	1	0	0	0	0	0	1	0	0	1	3
tasaisuus	1	0	0	0	0	0	0	0	0	0	1
saldo	1	0	0	0	0	0	0	0	0	0	1
tasapaino	1	0	0	0	0	0	0	0	0	0	1
tasapainoinen	1	0	0	0	0	0	0	0	0	0	1
tasavalta	0	1	0	0	0	0	0	0	0	0	1
taso	1	0	0	0	0	0	0	0	0	1	2
tauko	0	0	0	0	0	0	0	0	1	0	1
taulukoida	0	0	0	1	0	0	0	0	0	0	1
tauottaa	0	1	0	0	0	1	0	0	0	0	2
tauti	0	1	1	0	1	1	0	1	0	0	5
tavallinen	1	0	0	0	0	0	0	0	0	1	2
tavanomainen	0	0	0	1	0	0	0	0	0	0	1
tavarat	1	0	0	0	0	0	0	0	0	0	1
tavattoman	0	0	0	0	0	0	0	0	1	0	1
tavoite	1	0	0	1	0	0	0	0	0	1	3
tavoitella	1	0	0	1	0	0	1	0	0	0	3
teeming	0	0	0	0	1	0	0	0	0	0	1
teennäinen	1	0	0	0	0	0	0	0	0	0	1
teeskennellen	0	1	1	0	0	0	0	0	0	0	2
teeskennellä	0	1	0	0	0	0	0	0	0	0	1
teeskennelty	0	1	0	0	0	0	0	0	0	0	1
oletettu	0	1	0	0	0	0	0	0	0	0	1
teeskentely	0	1	0	0	0	0	0	0	0	0	1
tehdä	1	0	0	0	0	0	0	0	0	0	1
tehdä hulluksi	0	1	1	0	0	1	0	0	0	0	3
tehdä tyhjäksi	0	1	0	0	0	0	0	0	1	0	2
tehdä vaikutus	1	0	0	0	0	0	0	0	0	0	1
tehdäyhteistyötä	1	0	0	0	0	0	0	0	0	0	1
teho	1	0	0	0	0	0	0	0	0	0	1
tehokampanja	0	0	0	1	0	0	0	0	1	0	2
tehokas	1	0	0	1	0	0	0	0	0	1	3
tehokkaasti	1	0	0	0	0	0	0	0	0	1	2
tehokkuus	1	0	0	0	0	0	0	0	0	0	1
tehoton	0	1	0	0	0	0	0	0	0	0	1
toimimaton	0	1	1	0	0	0	0	0	0	0	2
tehottomuus	0	1	0	0	1	0	0	1	0	0	3
tehtävä	1	0	0	0	0	0	0	0	0	0	1
teini-ikä	1	1	0	0	0	0	0	0	0	0	2
teismi	0	1	0	0	1	0	0	0	0	0	2
tekaistu	0	1	1	0	1	0	0	0	0	0	3
tekijä	1	0	0	0	0	0	0	0	0	0	1
teknologia	1	0	0	0	0	0	0	0	0	0	1
teko	0	0	0	0	0	0	0	0	0	1	1
tekopyhyys	0	1	0	0	0	0	0	0	0	0	1
tekopyhä	0	1	0	0	1	0	0	0	0	0	2
tekosyy	0	1	0	0	0	0	0	0	0	0	1
teline	0	1	0	0	0	0	0	1	0	0	2
temppu	0	1	0	0	0	0	0	0	1	0	2
teokraattisesta	0	1	1	0	0	1	0	1	0	1	5
teologia	0	0	0	1	0	0	0	0	0	0	1
teologinen	0	0	0	0	0	0	0	0	0	1	1
teoreettinen	1	0	0	0	0	0	0	0	0	0	1
teoria	0	0	0	1	0	0	0	0	0	1	2
terapeutiikka	1	0	0	0	0	0	0	0	0	0	1
terapeuttinen	1	0	0	0	0	0	1	0	0	1	3
termiitti	0	1	0	0	1	0	0	0	0	0	2
terminaali	0	1	0	0	0	1	0	1	0	0	3
terminaalihoito	0	0	0	0	0	0	0	1	0	0	1
termoelementin	0	0	0	1	0	0	0	0	0	0	1
terrori	0	1	0	0	0	1	0	0	0	0	2
terrorismi	0	1	1	0	1	1	0	1	0	0	5
terrorisoida	0	1	1	0	0	1	0	1	0	0	4
terroristi	0	1	1	0	1	1	0	1	1	0	6
tervainen	0	1	0	0	0	0	0	0	0	0	1
terve	1	0	0	0	0	0	0	0	0	0	1
terve ja reipas	1	0	0	0	0	0	0	0	0	0	1
terveellinen	1	0	0	0	0	0	1	0	0	0	2
tervehdys	1	0	0	0	0	0	0	0	1	0	2
terävyys	1	0	0	0	0	0	0	0	0	0	1
terävä	0	1	0	0	0	0	0	0	0	1	2
terävästi	1	0	0	0	0	0	0	0	0	0	1
terävöittää	0	0	1	1	0	0	0	0	0	0	2
testamentti	0	0	0	1	0	0	0	0	0	1	2
testamenttia	0	1	0	0	0	0	0	0	0	0	1
teurastaa	0	1	0	0	0	0	0	0	0	0	1
teurastamo	0	1	1	0	1	1	0	1	0	0	5
teurastus	0	1	1	0	1	1	0	1	1	0	6
tiedekunta	1	0	0	0	0	0	0	0	0	1	2
tiedemies	1	0	0	1	0	0	0	0	0	1	3
tiedot	1	0	0	0	0	0	0	0	0	0	1
tiedottaa	1	0	0	0	0	0	0	0	0	1	2
tiedottaja	0	0	0	0	0	0	0	0	0	1	1
tiedustelija	1	0	0	0	0	0	0	0	0	0	1
tiedustelu	1	0	0	1	0	0	0	0	0	0	2
tienata	1	0	0	0	0	0	0	0	0	0	1
tieteellinen	1	0	0	0	0	0	0	0	0	1	2
tietoinen	1	0	0	0	0	0	0	0	0	0	1
tietokilpailu	0	1	0	0	0	0	0	0	0	0	1
tietosanakirja	1	0	0	0	0	0	0	0	0	1	2
tietäen	1	0	0	0	0	0	0	0	0	0	1
tietämättömyys	0	1	0	0	0	0	0	0	0	0	1
tietämätön	0	1	0	0	0	0	0	0	0	0	1
tiff	0	1	1	0	0	0	0	0	0	0	2
tihkua	0	1	0	0	1	0	0	0	0	0	2
tiiviste	1	0	0	0	0	0	0	0	0	1	2
tiivisteet	0	0	0	0	0	0	0	0	0	1	1
tikari	0	1	0	0	0	1	0	0	0	0	2
tikka	0	0	0	0	0	1	0	0	0	0	1
tikkari	0	1	1	0	0	0	0	0	0	0	2
tikku	0	1	0	0	0	0	0	0	0	0	1
tilaisuus	1	0	0	1	0	0	0	0	0	0	2
tilastollinen	0	0	0	0	0	0	0	0	0	1	1
tilat	1	0	0	0	0	0	0	0	0	0	1
tilata	0	0	0	1	0	0	0	0	0	0	1
tilava	1	0	0	0	0	0	0	0	0	0	1
tili	0	0	0	0	0	0	0	0	0	1	1
tilintarkastaja	0	0	0	0	0	1	0	0	0	1	2
tilit	0	0	0	0	0	0	0	0	0	1	1
tilivelvollinen	1	0	0	0	0	0	0	0	0	1	2
tilkka	0	0	0	0	0	0	0	0	1	0	1
timantti	1	0	0	0	0	0	1	0	0	0	2
tinkiä	1	0	0	0	0	0	0	0	0	1	2
tippuri	0	1	1	0	1	1	0	1	0	0	5
tislaus	1	0	0	0	0	0	0	0	0	0	1
tislausastia	0	1	0	0	0	0	0	0	0	0	1
tissi	0	1	0	0	0	0	0	0	0	0	1
tiukka	0	1	0	0	0	0	0	0	0	0	1
todellinen	1	0	0	0	0	0	0	0	0	0	1
todennäköisyys	0	0	0	1	0	0	0	0	0	0	1
todentaa	0	0	0	0	0	0	0	0	0	1	1
verifioida	1	0	0	0	0	0	0	0	0	1	2
sertifioida	0	0	0	0	0	0	0	0	0	1	1
todistaa	1	0	0	0	0	0	0	0	0	0	1
todistaja	0	0	0	0	0	0	0	0	0	1	1
todistaminen	0	0	0	0	0	0	0	0	0	1	1
todiste	0	0	0	0	0	0	0	0	0	1	1
todistelu	0	0	1	0	0	0	0	0	0	0	1
todistettavissa	1	0	0	0	0	0	0	0	0	0	1
todistettu	0	0	0	0	0	0	0	0	0	1	1
todistus	0	0	0	0	0	0	0	0	0	1	1
toimeton	0	1	0	0	0	0	0	0	0	0	1
toimettomuus	0	1	0	0	0	0	0	0	0	0	1
tekemättömyys	0	1	0	0	0	0	0	0	0	0	1
toiminta	1	0	0	0	0	0	0	0	0	0	1
toimisto-	1	0	0	0	0	0	0	0	0	1	2
toimittaa	1	0	0	0	0	0	0	0	0	0	1
toimittaja	1	0	0	0	0	0	0	0	0	0	1
toimitus	1	0	0	1	0	0	0	0	0	0	2
toisin	0	0	0	0	0	0	0	0	1	0	1
toisinajattelija	0	1	1	0	0	1	0	0	0	0	3
toistuva	0	0	0	1	0	0	0	0	0	0	1
toitottaa	0	0	0	1	0	0	0	0	0	0	1
toive	1	0	0	1	0	0	1	0	1	1	5
toiveikas	1	0	0	1	0	0	1	0	1	1	5
toivoa	1	0	0	1	0	0	1	0	1	1	5
toivoton	0	1	0	0	0	1	0	1	0	0	3
toivottava	1	0	0	0	0	0	0	0	0	0	1
toivottomuuden	0	1	1	0	1	1	0	1	0	0	5
toksiini	0	1	0	0	0	1	0	0	0	0	2
tolvana	0	1	0	0	0	0	0	0	0	0	1
torahampaat	0	0	0	0	0	1	0	0	0	0	1
torjua	0	1	0	0	0	0	0	0	1	0	2
torkut	1	0	0	0	0	0	1	0	0	0	2
tornado	0	0	0	0	0	1	0	0	0	0	1
torni	1	0	0	0	0	0	0	0	0	0	1
torpedo	0	1	1	0	0	0	0	0	0	0	2
torttu	0	1	0	0	0	0	0	0	0	0	1
tosiasia	0	0	0	0	0	0	0	0	0	1	1
tosiasiat	1	0	0	0	0	0	0	0	0	1	2
tosissaan	1	0	0	0	0	0	0	0	0	0	1
tosite	0	0	0	0	0	0	0	0	0	1	1
toteava	1	0	0	0	0	0	0	0	0	0	1
totella	0	0	0	0	0	1	0	0	0	1	2
totisesti	1	0	0	0	0	0	0	0	0	1	2
tottelematon	0	1	1	0	0	0	0	0	0	0	2
tottelemattomuus	0	1	1	0	1	0	0	0	0	0	3
tottelevaisuus	1	0	0	0	0	0	0	0	0	1	2
totuudellisuus	1	0	0	0	0	0	0	0	0	1	2
totuudenmukainen	0	0	0	0	0	0	0	0	0	1	1
totuudenmukaisuus	1	0	0	1	0	0	1	0	1	1	5
totuus	1	0	0	0	0	0	0	0	0	1	2
toukka	0	1	0	0	1	0	0	0	0	0	2
toveri	1	0	0	0	0	0	0	0	0	1	2
toveruus	1	0	0	0	0	0	0	0	0	0	1
traaginen	0	1	0	0	0	0	0	0	0	0	1
tragedia	0	1	0	0	0	1	0	1	0	0	3
transsendenttinen	1	0	0	0	0	0	0	0	0	0	1
transsi	0	1	0	0	0	0	0	0	0	0	1
traumaattinen	0	1	1	0	0	1	0	1	0	0	4
travail	0	1	0	0	0	0	0	0	0	0	1
trendi	1	0	0	0	0	0	0	0	0	0	1
trendikäs	1	0	0	0	0	0	0	0	0	0	1
tribune	0	0	0	0	0	0	0	0	0	1	1
trig	1	0	0	0	0	0	0	0	0	0	1
trumpetti	0	1	0	0	0	0	0	0	0	0	1
tueksi	0	0	0	0	0	0	0	0	0	1	1
tuen	0	1	1	0	1	0	0	0	0	0	3
tueta	0	1	0	0	0	0	0	0	0	0	1
tuettu	1	0	0	0	0	0	0	0	0	0	1
tuhahtaa	0	0	0	0	0	0	0	1	0	0	1
tuhertaa	0	1	0	0	0	0	0	0	0	0	1
tuhka	0	1	0	0	0	0	0	0	0	0	1
tuhkarokko	0	1	0	0	1	1	0	1	0	0	4
tuhkat	0	1	0	0	0	0	0	1	0	0	2
tuhkaus	0	0	0	0	0	0	0	1	0	0	1
tuhlaa	0	1	0	0	1	1	0	1	0	0	4
tuhlaajapoika	1	1	0	0	0	0	0	0	0	0	2
tuhlaileva	0	1	1	0	1	0	0	1	0	0	4
tuhma	0	1	0	0	0	0	0	0	0	0	1
hävitys	0	1	1	0	0	1	0	0	0	0	3
tuho	0	1	1	0	0	0	0	0	0	0	2
täystuho	0	1	1	0	0	1	0	1	1	0	5
tuhoaminen	0	1	1	0	0	1	0	1	0	0	4
tuhoeläin	0	1	1	0	1	1	0	0	0	0	4
tuhoisa	0	1	1	0	1	1	0	0	0	0	4
tuhopoltto	0	1	1	0	0	1	0	0	0	0	3
tuhota	0	1	1	0	0	1	0	0	0	0	3
tuhoten	0	1	1	0	0	1	0	1	0	0	4
tuhottu	0	1	1	0	0	1	0	1	0	0	4
tuhotuksi	0	1	1	0	0	1	0	1	0	0	4
tuhoutunut	0	1	1	0	0	1	0	1	0	0	4
tuhrata	0	1	0	0	0	0	0	0	0	0	1
tuijottaa	0	1	0	0	0	0	0	0	0	0	1
tuike	1	0	0	1	0	0	1	0	0	0	3
tuima	0	1	1	0	1	1	0	0	0	0	4
tukahduttaa	0	1	0	0	0	0	0	0	0	0	1
repressoida	0	1	0	0	0	0	0	1	0	0	2
tukehduttaa	0	1	1	0	0	0	0	0	0	0	2
vaikeuttaa	0	1	0	0	0	0	0	0	0	0	1
haitata	0	1	1	0	0	1	0	1	0	0	4
tukkia	0	1	1	0	0	1	0	1	0	0	4
tukahtua	0	1	0	0	0	1	0	0	0	0	2
tukahduttaminen	0	1	1	0	1	1	0	0	0	0	4
tukahduttava	0	1	0	0	1	1	0	1	0	0	4
tukehtua	0	1	1	0	0	0	0	1	0	0	3
tukehtuminen	0	1	1	0	0	1	0	0	0	0	3
tukeva	1	0	0	0	0	0	0	0	0	0	1
tuki	1	0	0	0	0	0	0	0	0	0	1
tukija	1	0	0	0	0	0	1	0	0	1	3
tukkiva	0	1	1	0	0	0	0	0	0	0	2
tukkoinen	0	1	0	0	0	0	0	0	0	0	1
tulehdus	0	1	0	0	0	0	0	0	0	0	1
tulenkestävä	1	0	0	0	0	0	0	0	0	0	1
tuleva	1	0	0	0	0	0	0	0	0	0	1
tulikivi	0	1	1	0	0	1	0	0	0	0	3
tulipallo	1	0	0	0	0	0	0	0	0	0	1
tulipalo	0	0	0	0	0	1	0	0	0	0	1
tulipesä	0	0	1	0	0	0	0	0	0	0	1
tulisija	1	0	0	0	0	0	0	0	0	0	1
tulivuori	0	1	0	0	0	1	0	0	1	0	3
tulla toimeen	0	1	0	0	0	0	0	0	0	0	1
tulli	0	1	1	0	1	0	0	0	0	0	3
adventti	1	0	0	1	0	0	1	0	0	1	4
tulo	1	1	0	1	0	0	1	1	0	1	6
tulokas	0	0	0	0	0	1	0	0	1	0	2
tuloksena	0	0	0	1	0	0	0	0	0	0	1
tulokset	1	0	0	0	0	0	0	0	0	0	1
tulokseton	0	1	0	0	1	0	0	0	0	0	2
tulos	0	0	0	1	0	0	0	0	0	0	1
tulva	0	0	0	0	0	1	0	0	0	0	1
tumma	0	0	0	0	0	0	0	1	0	0	1
tummennettu	0	1	0	0	0	1	0	1	0	0	3
tummentaa	0	1	0	0	0	1	0	1	0	0	3
tummua	0	1	0	0	1	0	0	1	0	0	3
tunkeileva	0	1	1	0	1	1	0	0	1	0	5
tunkeutuja	0	1	1	0	0	1	0	0	1	0	4
tunkeutuminen	0	1	0	0	0	1	0	0	0	0	2
infiltraatio	1	1	0	0	0	0	0	0	0	0	2
tunkeutumisen	0	1	0	0	0	1	0	0	0	0	2
tunkkainen	0	1	0	0	0	0	0	0	0	0	1
tunne	1	1	1	1	1	1	1	1	1	1	10
tunto	1	0	0	0	0	0	0	0	0	0	1
tunnistettava	1	0	0	1	0	0	0	0	0	0	2
tunnollinen	1	0	0	0	0	0	0	0	0	1	2
tunnoton	0	1	0	0	0	0	0	0	0	0	1
tunnottomuus	0	1	0	0	0	0	0	1	0	0	2
tunnustaa	1	1	0	0	0	0	0	0	0	1	3
tunnustaa jklle	0	0	0	0	0	0	0	0	0	1	1
tunnustus	1	0	0	0	0	0	0	0	0	0	1
tunteellinen	1	0	0	0	0	0	0	0	0	0	1
tunteenpurkaus	1	1	1	0	0	1	1	1	1	0	7
tunteet	1	0	0	0	0	0	1	0	0	1	3
tunteeton	0	1	1	0	1	0	0	0	0	0	3
sydämetön	0	1	0	0	0	0	0	1	0	0	2
tuntematon	0	1	0	1	0	1	0	0	0	0	3
tuntemattomien	0	0	0	0	0	0	0	0	1	0	1
tuntemus	1	0	0	0	0	0	0	0	0	0	1
tuntija	1	0	0	0	0	0	1	0	0	1	3
tuoda markkinoille	1	0	0	1	0	0	0	0	0	0	2
tuohtuneisuus	0	0	0	0	0	1	0	1	0	0	2
tuohtunut	0	1	1	0	0	0	0	0	0	0	2
tuoksu	1	0	0	0	0	0	0	0	0	0	1
tuoksuva	1	0	0	0	0	0	0	0	0	0	1
tuomari	0	0	0	0	0	0	0	0	0	1	1
tuomaristo	0	0	0	0	0	0	0	0	0	1	1
tuomio	0	0	0	0	0	1	0	0	0	0	1
tuomioistuin	0	0	1	1	0	1	0	0	0	0	3
tribunaali	0	1	0	1	1	1	0	0	0	1	5
tuomiokirkko	1	0	0	0	0	0	1	0	0	1	3
tuomiontuomari	0	1	1	1	0	1	0	0	0	0	4
tuomiopäivä	0	1	1	1	1	1	0	1	0	0	6
tuomita	0	1	1	0	0	0	0	0	0	0	2
irtisanoa	0	1	1	0	1	0	0	0	0	0	3
tuomitseminen	0	1	1	1	1	1	0	1	0	0	6
tuomitseva	0	1	1	0	1	0	0	1	0	0	4
tuomittava	0	1	1	0	1	1	0	0	0	0	4
tuomittu	0	1	1	0	1	1	0	1	0	0	5
tuhoontuomittu	0	1	0	0	0	1	0	1	0	0	3
tuonpuoleisuuden	1	0	0	1	0	0	1	0	1	1	5
tuotanto	1	0	0	1	0	0	0	0	0	0	2
tuottaja	1	0	0	0	0	0	0	0	0	0	1
tuottamaton	0	1	0	0	0	0	0	0	0	0	1
tuottava	1	0	0	0	0	0	0	0	0	0	1
tuottavat	1	0	0	0	0	0	0	0	0	0	1
tuottavuus	1	0	0	0	0	0	0	0	0	0	1
tupakka	0	1	0	0	0	0	0	0	0	0	1
tupakoitsija	0	1	0	0	0	0	0	0	0	0	1
turbulenssi	0	1	1	0	0	1	0	0	0	0	3
turbulentti	0	1	0	0	0	1	0	0	0	0	2
taroitukseton	0	1	0	0	0	0	0	1	0	0	2
turha	0	1	0	0	0	0	0	1	0	0	2
turhaan	0	1	0	0	1	0	0	1	0	0	3
turhamaisuus	0	1	0	0	0	0	0	0	0	0	1
turhauttaa	0	1	1	0	1	0	0	1	0	0	4
turhautunut	0	1	1	0	0	0	0	0	0	0	2
turhuus	0	1	0	0	0	0	0	0	0	0	1
turmelee	0	1	1	0	1	1	0	1	0	0	5
turmella	0	1	0	0	0	0	0	0	0	0	1
turmelleet	0	1	0	0	1	0	0	1	0	0	3
turmeltunut	0	1	0	0	0	0	0	0	0	0	1
turmelus	0	1	1	0	1	0	0	0	0	0	3
tursas	0	1	0	0	0	1	0	0	0	0	2
turvallinen	1	0	0	0	0	0	1	0	0	1	3
turvapaikka	0	1	0	0	0	1	0	0	0	0	2
turvata	1	0	0	0	0	0	0	0	0	1	2
turvonnut	0	1	0	0	0	0	0	0	0	0	1
turvotus	0	1	0	0	0	1	0	0	0	0	2
tuska	0	1	1	0	0	1	0	1	0	0	4
tuskailla	0	1	0	0	0	1	0	0	0	0	2
tuskainen	0	1	0	0	0	1	0	1	0	0	3
tuskallinen	0	1	1	0	0	1	0	1	0	0	4
kivulias	0	1	1	0	1	1	0	1	0	0	5
tuskallisen	0	1	0	0	0	0	0	1	0	0	2
tuskin	0	1	0	0	0	0	0	1	0	0	2
tutka	0	0	0	0	0	0	0	0	0	1	1
tiedustell	0	0	0	1	0	0	0	0	0	0	1
tutkia	1	0	0	0	0	0	0	0	0	0	1
tutkia tarkasti	0	1	0	1	0	0	0	0	0	0	2
tutkija	1	0	0	0	0	0	0	0	0	0	1
tutkimatta	0	1	1	0	1	0	0	0	0	0	3
tutkimus	1	0	0	0	0	0	0	0	0	0	1
tutkimusmatka	0	0	0	1	0	0	0	0	0	0	1
tutkintavankeus	0	1	1	0	0	0	0	0	0	0	2
tutor	1	0	0	0	0	0	0	0	0	0	1
tutti	0	1	0	0	0	0	0	0	0	0	1
tuttu	1	0	0	0	0	0	0	0	0	1	2
tuudittaa	0	0	0	1	0	0	0	0	0	0	1
tuulenpuuska	0	1	0	0	0	1	0	1	0	0	3
tuuletusaukko	0	0	1	0	0	0	0	0	0	0	1
tuuliajolla	0	1	0	1	0	1	0	1	0	0	4
tuupata	0	1	0	1	0	0	0	0	0	0	2
twin	1	0	0	0	0	0	0	0	0	0	1
tyhjentävä	0	0	0	0	0	0	0	0	0	1	1
tyhjentää	0	0	0	0	1	0	0	0	0	0	1
tyhjetä	0	1	1	0	0	0	0	1	0	0	3
tyhjiömäinen	0	1	0	0	1	0	0	0	0	0	2
tyhjyys	0	0	0	0	0	0	0	1	0	0	1
tyhjäntoimittaja	0	1	0	0	0	0	0	0	0	0	1
tyhmyys	0	1	0	0	0	0	0	0	0	0	1
tyhmä	0	1	0	0	0	0	0	0	0	0	1
tykin	0	0	0	0	0	0	0	0	0	1	1
tykistö	0	1	0	0	0	1	0	0	0	0	2
tykki	0	1	1	0	0	1	0	0	0	0	3
tykyttää	0	1	0	0	0	1	0	1	0	0	3
tylppä	0	1	0	0	0	0	0	0	0	0	1
tylsistynyt	0	1	0	0	0	1	0	0	0	0	2
tylsä	0	1	0	0	0	0	0	0	0	0	1
