word	finnish-fi	emotion	emotion-intensity-score
speck	täplä	disgust	0.203
kill	tappaa	fear	0.962
kill	tappaa	sadness	0.797
killing	tappaminen	anger	0.893
killing	tappaminen	fear	0.906
killing	tappaminen	sadness	0.812
deadly	tappava	anger	0.758
deadly	tappava	disgust	0.664
deadly	tappava	fear	0.875
deadly	tappava	sadness	0.898
tussle	tappelu	anger	0.514
pin	tappi	trust	0.297
manslaughter	tappo	anger	0.783
manslaughter	tappo	disgust	0.812
manslaughter	tappo	fear	0.828
manslaughter	tappo	sadness	0.833
clap	taputtaa	anticipation	0.43
clap	taputtaa	joy	0.25
clap	taputtaa	trust	0.344
clapping	taputus	trust	0.375
providing	tarjoaminen	anticipation	0.469
providing	tarjoaminen	joy	0.3
providing	tarjoaminen	trust	0.555
inspection	tarkastus	fear	0.483
checkpoint	tarkastusasema	fear	0.172
important	tärkeä	trust	0.633
airs	tärkeily	disgust	0.195
checklist	tarkistuslista	trust	0.586
accurate	tarkka	trust	0.625
inattention	tarkkaamattomuus	anger	0.121
attentive	tarkkaavainen	trust	0.617
mindfulness	tarkkaavaisuus	joy	0.455
fidelity	tarkkuus	joy	0.359
fidelity	tarkkuus	trust	0.633
destined	tarkoitettu	anticipation	0.617
destined	tarkoitettu	trust	0.555
intended	tarkoitettu	anticipation	0.602
intended	tarkoitettu	trust	0.469
expedient	tarkoituksenmukainen	joy	0.25
expedient	tarkoituksenmukainen	trust	0.531
purpose	tarkoitus	joy	0.348
contagious	tarttuva	disgust	0.695
contagious	tarttuva	fear	0.72
contagious	tarttuva	joy	0.25
contagion	tartunta	anticipation	0.484
contagion	tartunta	disgust	0.719
contagion	tartunta	fear	0.688
infestation	tartuntoja	disgust	0.852
infestation	tartuntoja	fear	0.716
infect	tartuttaa	disgust	0.617
needit	tarvitasitä	fear	0.156
needtoknow	tarvitseetietää	fear	0.173
tas	tas	trust	0.234
equality	tasa-arvo	joy	0.394
punctual	täsmällinen	anticipation	0.414
punctual	täsmällinen	trust	0.57
rigor	täsmällisyys	disgust	0.398
rigor	täsmällisyys	fear	0.453
level	taso	trust	0.453
stages	tasot	trust	0.391
aunt	täti	trust	0.461
break	tauko	joy	0.156
tabulate	taulukoida	anticipation	0.43
disease	tauti	anger	0.341
disease	tauti	disgust	0.688
disease	tauti	fear	0.688
usual	tavallinen	trust	0.445
habitual	tavanomainen	anticipation	0.266
objective	tavoite	anticipation	0.391
objective	tavoite	trust	0.617
aspire	tavoitella	anticipation	0.719
aspire	tavoitella	joy	0.516
aspire	tavoitella	trust	0.492
pursue	tavoitella	trust	0.398
goals	tavoitteet	joy	0.469
perfect	täydellinen	anticipation	0.445
perfect	täydellinen	joy	0.719
perfect	täydellinen	trust	0.539
perfection	täydellisyys	anticipation	0.508
perfection	täydellisyys	joy	0.779
perfection	täydellisyys	trust	0.688
complement	täydentää	anticipation	0.453
complement	täydentää	joy	0.647
complement	täydentää	trust	0.57
overflowing	täynnä	joy	0.588
fully	täysin	trust	0.516
executor	täytäntöönpanija	trust	0.406
mellow	täyteläinen	joy	0.318
fullness	täyteläisyys	joy	0.394
fulfill	täyttää	trust	0.602
unfulfilled	täyttymätön	anger	0.225
unfulfilled	täyttymätön	anticipation	0.391
fulfilled	täyttyvät	joy	0.667
fulfilled	täyttyvät	trust	0.703
teamjesus	teamjesus	joy	0.5
tea	tee	joy	0.188
pretending	teeskennellen	anger	0.152
madden	tehdähulluksi	anger	0.719
madden	tehdähulluksi	fear	0.5
effective	tehokas	trust	0.469
efficient	tehokas	anticipation	0.398
inefficient	tehoton	anger	0.203
inefficiency	tehottomuus	disgust	0.266
theism	teismi	disgust	0.312
phony	tekaistu	anger	0.328
phony	tekaistu	disgust	0.406
deed	teko	trust	0.531
hypocrite	tekopyhä	disgust	0.578
execution	teloitus	anger	0.917
execution	teloitus	fear	0.844
execution	teloitus	sadness	0.859
execution	teloitus	trust	0.328
camping	telttailu	joy	0.221
tema	tema	trust	0.312
tentang	tentang	trust	0.281
exam	tentti	fear	0.359
theocratic	teokraattisesta	anger	0.303
theocratic	teokraattisesta	fear	0.391
theocratic	teokraattisesta	trust	0.422
theology	teologia	anticipation	0.359
theological	teologinen	trust	0.461
theory	teoria	anticipation	0.359
theory	teoria	trust	0.328
therapist	terapeutti	fear	0.312
therapeutic	terapeuttinen	joy	0.515
therapeutic	terapeuttinen	trust	0.633
crisp	terävä	trust	0.383
sharpen	terävöittää	anger	0.288
sharpen	terävöittää	anticipation	0.484
terbang	terbang	trust	0.281
termite	termiitti	disgust	0.617
thermocouple	termoelementin	anticipation	0.297
terror	terrori	fear	0.953
terrorism	terrorismi	anger	0.851
terrorism	terrorismi	disgust	0.734
terrorism	terrorismi	fear	0.969
terrorism	terrorismi	sadness	0.812
terrorize	terrorisoida	anger	0.939
terrorize	terrorisoida	fear	0.922
terrorize	terrorisoida	sadness	0.781
terrorist	terroristi	anger	0.818
terrorist	terroristi	disgust	0.82
terrorist	terroristi	fear	0.972
terrorist	terroristi	sadness	0.75
terrorists	terroristit	fear	0.969
healthy	terve	joy	0.5
healthful	terveellinen	joy	0.424
salute	tervehdys	joy	0.266
salute	tervehdys	trust	0.492
greeted	tervehti	joy	0.516
acclaim	tervehtiäsuosionhuudoin	trust	0.586
welcoming	tervetuleva	joy	0.5
health	terveys	joy	0.493
testament	testamentti	anticipation	0.461
testament	testamentti	trust	0.617
bequest	testamenttilahjoitus	trust	0.43
slaughtering	teurastaa	anger	0.914
slaughtering	teurastaa	disgust	0.828
slaughtering	teurastaa	fear	0.875
slaughtering	teurastaa	sadness	0.844
slaughterhouse	teurastamo	anger	0.788
slaughterhouse	teurastamo	disgust	0.867
slaughterhouse	teurastamo	fear	0.859
slaughter	teurastus	anger	0.844
slaughter	teurastus	disgust	0.875
slaughter	teurastus	fear	0.891
slaughter	teurastus	sadness	0.734
tgif	tgif	joy	0.734
thang	thang	trust	0.156
faculty	tiedekunta	trust	0.383
scientist	tiedemies	anticipation	0.383
scientist	tiedemies	trust	0.695
info	tiedot	trust	0.5
communicate	tiedottaa	trust	0.664
spokesman	tiedottaja	trust	0.492
inquiry	tiedustelu	anticipation	0.539
roadrage	tieraivo	anger	0.906
scientific	tieteellinen	trust	0.656
awareness	tietoisuus	trust	0.609
encyclopedia	tietosanakirja	trust	0.672
roadworks	tietyöt	anger	0.091
tiff	tiff	anger	0.412
ooze	tihkua	disgust	0.688
team	tiimi	trust	0.664
tuesday	tiistai	joy	0.047
seal	tiiviste	trust	0.531
seals	tiivisteet	trust	0.352
dagger	tikari	fear	0.609
tiket	tiket	trust	0.297
dart	tikka	fear	0.359
sucker	tikkari	anger	0.484
opportunity	tilaisuus	anticipation	0.648
statistical	tilastollinen	trust	0.445
subscribe	tilata	anticipation	0.406
account	tili	trust	0.523
auditor	tilintarkastaja	fear	0.297
auditor	tilintarkastaja	trust	0.555
accounts	tilit	trust	0.391
diamond	timantti	joy	0.5
bargain	tinkiä	trust	0.367
gonorrhea	tippuri	anger	0.424
gonorrhea	tippuri	disgust	0.906
gonorrhea	tippuri	fear	0.547
tiredofit	tiredofit	anger	0.603
tistheseason	tistheseason	joy	0.75
sosweet	todellakilttiä	joy	0.766
veryangry	todellavihainen	anger	0.913
real	todellinen	trust	0.641
probability	todennäköisyys	anticipation	0.547
witness	todistaja	trust	0.602
attestation	todistaminen	trust	0.664
proof	todiste	trust	0.703
testimony	todistus	trust	0.586
clerical	toimisto-	trust	0.32
edited	toimitettu	trust	0.383
delivery	toimitus	anticipation	0.648
dissident	toisinajattelija	anger	0.485
dissident	toisinajattelija	fear	0.422
recurrent	toistuva	anticipation	0.375
recurring	toistuva	fear	0.359
bugle	toitottaa	anticipation	0.312
aspiration	toive	anticipation	0.648
aspiration	toive	joy	0.485
aspiration	toive	trust	0.633
desires	toiveet	trust	0.375
hopeful	toiveikas	anticipation	0.703
hopeful	toiveikas	joy	0.559
hopeful	toiveikas	trust	0.633
hope	toivoa	anticipation	0.773
hope	toivoa	joy	0.586
hope	toivoa	trust	0.68
wishmeluck	toivotaminulleonnea	fear	0.212
hopeless	toivoton	fear	0.688
hopeless	toivoton	trust	0.203
hopelessness	toivottomuus	anger	0.149
hopelessness	toivottomuus	disgust	0.438
hopelessness	toivottomuus	fear	0.531
hopelessness	toivottomuus	sadness	0.844
jab	tökätä	anger	0.574
tolerance	toleranssi	trust	0.508
agape	töllistellen	anticipation	0.547
thump	tömähdys	anger	0.469
toomuchtodo	toomuchtodo	fear	0.212
aggravated	törkeä	anger	0.703
egregious	törkeä	anger	0.672
egregious	törkeä	disgust	0.57
obscenity	törkeys	anger	0.641
obscenity	törkeys	disgust	0.625
nap	torkut	joy	0.206
smut	törky	disgust	0.688
smut	törky	fear	0.328
grimy	törkyinen	disgust	0.68
collision	törmäys	anger	0.609
tornado	tornado	fear	0.734
rook	torni	anger	0.203
rook	torni	disgust	0.242
torpedo	torpedo	anger	0.562
facts	tosiasiat	trust	0.656
truelove	tosirakkaus	joy	0.703
voucher	tosite	trust	0.484
regime	totalitaarinen	fear	0.469
obey	totella	fear	0.016
obey	totella	trust	0.578
fulfillment	toteuttaminen	anticipation	0.602
fulfillment	toteuttaminen	joy	0.728
fulfillment	toteuttaminen	trust	0.664
verily	totisesti	trust	0.531
TRUE	totta	joy	0.328
disobedient	tottelematon	anger	0.485
disobedience	tottelemattomuus	anger	0.424
disobedience	tottelemattomuus	disgust	0.359
obedience	tottelevaisuus	trust	0.539
veracity	totuudenmukaisuus	anticipation	0.445
veracity	totuudenmukaisuus	joy	0.5
veracity	totuudenmukaisuus	trust	0.477
maggot	toukka	disgust	0.844
comrade	toveri	trust	0.648
tragic	traaginen	sadness	0.961
tragedy	tragedia	fear	0.859
tragedy	tragedia	sadness	0.906
tragedies	tragedioita	fear	0.75
trance	transsi	joy	0.246
trauma	trauma	fear	0.828
traumatic	traumaattinen	anger	0.402
traumatic	traumaattinen	fear	0.844
traumatic	traumaattinen	sadness	0.859
workout	treenata	joy	0.172
date	treffi	joy	0.344
datenight	treffi-ilta	joy	0.484
tribune	tribune	trust	0.469
tropical	trooppinen	joy	0.455
trumpet	trumpetti	anger	0.059
measles	tuhkarokko	disgust	0.696
measles	tuhkarokko	fear	0.359
wasting	tuhlaa	disgust	0.422
wasting	tuhlaa	fear	0.359
wasteful	tuhlaileva	anger	0.297
wasteful	tuhlaileva	disgust	0.484
devastation	tuho	anger	0.765
devastation	tuho	fear	0.906
devastation	tuho	sadness	0.917
obliteration	tuho	fear	0.75
destroying	tuhoaa	anger	0.844
destroying	tuhoaa	fear	0.844
destroying	tuhoaa	sadness	0.734
annihilation	tuhoaminen	anger	0.912
annihilation	tuhoaminen	fear	0.875
annihilation	tuhoaminen	sadness	0.828
pest	tuhoeläin	anger	0.348
pest	tuhoeläin	disgust	0.508
pest	tuhoeläin	fear	0.344
disastrous	tuhoisa	anger	0.72
disastrous	tuhoisa	fear	0.875
disastrous	tuhoisa	sadness	0.734
blighted	tuhonneet	disgust	0.523
destroyed	tuhonnut	anger	0.788
destroyed	tuhonnut	fear	0.754
destroyed	tuhonnut	sadness	0.844
doomed	tuhoontuomittu	fear	0.888
doomed	tuhoontuomittu	sadness	0.766
arson	tuhopoltto	anger	0.641
arson	tuhopoltto	fear	0.794
devastate	tuhota	anger	0.682
devastate	tuhota	fear	0.792
devastate	tuhota	sadness	0.797
annihilated	tuhottu	anger	0.865
annihilated	tuhottu	fear	0.859
annihilated	tuhottu	sadness	0.828
devastated	tuhoutunut	sadness	0.912
twinkle	tuike	anticipation	0.406
twinkle	tuike	joy	0.636
stifled	tukahdutettu	anger	0.469
stifled	tukahdutettu	fear	0.391
suppression	tukahduttaminen	anger	0.5
suppression	tukahduttaminen	disgust	0.477
suppression	tukahduttaminen	fear	0.5
suffocating	tukahduttava	disgust	0.547
suffocating	tukahduttava	fear	0.858
supports	tukee	trust	0.656
choke	tukehtua	anger	0.719
suffocation	tukehtuminen	anger	0.625
suffocation	tukehtuminen	fear	0.875
subsidy	tuki	anger	0.141
subsidy	tuki	disgust	0.227
supporting	tuki-	trust	0.664
backer	tukija	trust	0.5
supporter	tukija	joy	0.18
obstructive	tukkiva	anger	0.542
coming	tuleva	anticipation	0.633
firefly	tulikärpänen	joy	0.227
brimstone	tulikivi	anger	0.392
brimstone	tulikivi	fear	0.391
fiesty	tulinen	anger	0.53
furnace	tulipesä	anger	0.258
ceasefire	tulitaukoa	fear	0.156
volcano	tulivuori	fear	0.663
tariff	tulli	anger	0.234
tariff	tulli	disgust	0.242
income	tulo	anticipation	0.5
income	tulo	joy	0.403
income	tulo	trust	0.484
newcomer	tulokas	fear	0.141
resultant	tuloksena	anticipation	0.547
ineffectual	tulokseton	disgust	0.227
result	tulos	anticipation	0.594
flood	tulva	fear	0.547
darken	tummentaa	fear	0.471
darkest	tummin	trust	0.32
tarnish	tummua	disgust	0.422
intrusive	tunkeileva	anger	0.598
intrusive	tunkeileva	disgust	0.531
intrusive	tunkeileva	fear	0.469
intruder	tunkeutuja	fear	0.828
invader	tunkeutuja	anger	0.588
invader	tunkeutuja	fear	0.766
penetration	tunkeutuminen	anger	0.422
penetration	tunkeutuminen	fear	0.531
feeling	tunne	anger	0.147
feeling	tunne	anticipation	0.555
feeling	tunne	disgust	0.141
feeling	tunne	fear	0.328
feeling	tunne	joy	0.359
feeling	tunne	trust	0.518
identify	tunnistaa	trust	0.602
recognizable	tunnistettava	anticipation	0.422
conscientious	tunnollinen	trust	0.641
confess	tunnustaa	trust	0.484
confide	tunnustaajklle	trust	0.68
confession	tunnustus	anticipation	0.406
confession	tunnustus	fear	0.266
confession	tunnustus	trust	0.516
outburst	tunteenpurkaus	anger	0.757
outburst	tunteenpurkaus	fear	0.547
outburst	tunteenpurkaus	joy	0.176
affection	tunteet	joy	0.647
affection	tunteet	trust	0.484
callous	tunteeton	anger	0.545
callous	tunteeton	disgust	0.43
soppy	tunteileva	joy	0.188
unknown	tuntematon	anticipation	0.469
unknown	tuntematon	fear	0.369
connoisseur	tuntija	joy	0.333
connoisseur	tuntija	trust	0.523
feelgood	tuntuahyvältä	joy	0.736
launch	tuodamarkkinoille	anticipation	0.641
indignant	tuohtunut	anger	0.641
umpire	tuomari	trust	0.492
jury	tuomaristo	trust	0.562
judgement	tuomio	trust	0.492
verdict	tuomio	fear	0.344
tribunal	tuomioistuin	anticipation	0.43
tribunal	tuomioistuin	disgust	0.273
tribunal	tuomioistuin	fear	0.438
tribunal	tuomioistuin	trust	0.516
doomsday	tuomiopäivä	anger	0.643
doomsday	tuomiopäivä	anticipation	0.5
doomsday	tuomiopäivä	disgust	0.633
doomsday	tuomiopäivä	fear	0.828
doomsday	tuomiopäivä	sadness	0.75
sentence	tuomita	anger	0.203
sentence	tuomita	anticipation	0.273
sentence	tuomita	disgust	0.156
sentence	tuomita	fear	0.266
condemnation	tuomitseminen	anger	0.672
condemnation	tuomitseminen	anticipation	0.391
condemnation	tuomitseminen	disgust	0.547
condemnation	tuomitseminen	fear	0.637
condemnation	tuomitseminen	sadness	0.754
denunciation	tuomitseminen	anger	0.713
denunciation	tuomitseminen	disgust	0.422
denunciation	tuomitseminen	fear	0.456
disapproving	tuomitseva	anger	0.453
disapproving	tuomitseva	disgust	0.32
unjustifiable	tuomittava	anger	0.53
unjustifiable	tuomittava	disgust	0.461
unjustifiable	tuomittava	fear	0.344
convict	tuomittu	anger	0.621
convict	tuomittu	disgust	0.516
convict	tuomittu	fear	0.594
transcendence	tuonpuoleisuuden	anticipation	0.578
transcendence	tuonpuoleisuuden	joy	0.484
transcendence	tuonpuoleisuuden	trust	0.602
production	tuotanto	anticipation	0.469
turbulence	turbulenssi	anger	0.483
turbulence	turbulenssi	fear	0.562
turbulence	turbulenssi	joy	0.045
turbulent	turbulentti	fear	0.625
nopoint	turha	anger	0.266
vainly	turhaan	disgust	0.367
frustrate	turhauttaa	anger	0.604
frustrate	turhauttaa	disgust	0.352
frustrates	turhauttaa	anger	0.547
frustrating	turhauttava	anger	0.515
frustration	turhautua	anger	0.576
frustrated	turhautunut	anger	0.636
corrupting	turmelee	anger	0.672
corrupting	turmelee	disgust	0.75
corrupting	turmelee	fear	0.562
devastating	turmeleva	anger	0.561
devastating	turmeleva	disgust	0.57
devastating	turmeleva	fear	0.719
devastating	turmeleva	sadness	0.875
devastating	turmeleva	trust	0.227
depraved	turmeltunut	anger	0.591
depraved	turmeltunut	anticipation	0.391
depraved	turmeltunut	disgust	0.703
depraved	turmeltunut	fear	0.734
depravity	turmelus	anger	0.516
depravity	turmelus	disgust	0.797
pernicious	turmiollinen	anger	0.576
pernicious	turmiollinen	fear	0.516
shutup	turpakiinni	anger	0.578
hydra	tursas	fear	0.422
safe	turvallinen	joy	0.422
safe	turvallinen	trust	0.672
asylum	turvapaikka	fear	0.547
refuge	turvapaikka	trust	0.531
provide	turvata	trust	0.547
swell	turvota	trust	0.367
swelling	turvotus	fear	0.281
agony	tuska	anger	0.465
agony	tuska	fear	0.75
agony	tuska	sadness	0.9
fret	tuskailla	fear	0.469
pained	tuskainen	fear	0.578
pained	tuskainen	sadness	0.833
painful	tuskallinen	anger	0.426
painful	tuskallinen	disgust	0.531
painful	tuskallinen	fear	0.844
painful	tuskallinen	sadness	0.75
painfully	tuskallisen	sadness	0.758
radar	tutka	trust	0.406
explore	tutkia	anticipation	0.695
scrutinize	tutkiatarkasti	anticipation	0.32
inadmissible	tutkimatta	anger	0.191
inadmissible	tutkimatta	disgust	0.305
investigation	tutkimus	anticipation	0.586
remand	tutkintavankeus	anger	0.375
familiar	tuttu	trust	0.656
lull	tuudittaa	anticipation	0.266
breeze	tuulahdus	joy	0.297
squall	tuulenpuuska	fear	0.406
venting	tuuletus	anger	0.516
wind	tuuli	joy	0.109
adrift	tuuliajolla	anticipation	0.422
adrift	tuuliajolla	fear	0.328
poke	tuupata	anticipation	0.391
honk	tuutata	anger	0.133
twats	twats	anger	0.609
gut	tyhjentää	disgust	0.594
exhaustive	tyhjentävä	trust	0.438
deflate	tyhjetä	anger	0.312
emptiness	tyhjyys	sadness	0.727
stupidpeople	tyhmätihmiset	anger	0.492
stupidity	tyhmyys	anger	0.438
canons	tykeillä	trust	0.328
artillery	tykistö	fear	0.625
cannon	tykki	anger	0.375
cannon	tykki	fear	0.547
throb	tykyttää	fear	0.388
demented	tylsistynyt	fear	0.641
jobinterview	työhaastattelu	fear	0.25
stint	työjakso	fear	0.359
tool	työkalu	anger	0.219
onerous	työläs	anger	0.406
rota	työlista	trust	0.25
shove	työntää	anger	0.672
unemployed	työtön	fear	0.391
collaborator	työtoveri	trust	0.57
labor	työvoima	anticipation	0.383
labor	työvoima	joy	0.106
labor	työvoima	trust	0.414
daft	typerä	disgust	0.336
idiotic	typerä	anger	0.516
idiotic	typerä	disgust	0.422
fool	typerys	disgust	0.461
idiocy	typeryys	anger	0.455
idiocy	typeryys	disgust	0.508
tyrant	tyranni	anger	0.812
tyrant	tyranni	disgust	0.711
tyrant	tyranni	fear	0.788
tyranny	tyrannia	fear	0.75
tyrannical	tyrannimainen	anger	0.828
tyrannical	tyrannimainen	disgust	0.562
tyrannical	tyrannimainen	fear	0.734
dungeon	tyrmä	fear	0.672
aghast	tyrmistynyt	disgust	0.625
aghast	tyrmistynyt	fear	0.641
dismay	tyrmistys	anger	0.54
dismay	tyrmistys	anticipation	0.297
dismay	tyrmistys	fear	0.484
daughter	tytär	joy	0.547
satisfy	tyydyttää	joy	0.656
satisfying	tyydyttävä	joy	0.703
saturated	tyydyttynyt	disgust	0.281
elegant	tyylikäs	joy	0.53
serenity	tyyneys	anticipation	0.43
serenity	tyyneys	joy	0.656
serenity	tyyneys	trust	0.602
haven	tyyssija	trust	0.617
disgruntled	tyytymätön	anger	0.693
disgruntled	tyytymätön	disgust	0.406
discontent	tyytymättömyys	anger	0.424
discontent	tyytymättömyys	disgust	0.336
discontent	tyytymättömyys	fear	0.234
contented	tyytyväinen	joy	0.588
satisfied	tyytyväinen	joy	0.5
contentment	tyytyväisyys	joy	0.672
endangered	uhanalainen	fear	0.656
threaten	uhata	anger	0.818
threaten	uhata	anticipation	0.484
threaten	uhata	fear	0.734
menace	uhka	anger	0.545
menace	uhka	fear	0.672
threatening	uhkaava	anger	0.882
threatening	uhkaava	disgust	0.555
threatening	uhkaava	fear	0.875
looming	uhkaavaan	fear	0.438
intimidate	uhkailla	fear	0.828
intimidation	uhkailu	anger	0.703
intimidation	uhkailu	fear	0.559
gambling	uhkapeli	anticipation	0.586
threat	uhkaus	anger	0.742
threat	uhkaus	fear	0.604
ultimatum	uhkavaatimus	anger	0.439
ultimatum	uhkavaatimus	fear	0.422
voluptuous	uhkea	anticipation	0.484
voluptuous	uhkea	joy	0.344
defiance	uhma	anger	0.552
defiance	uhma	disgust	0.43
defiance	uhma	fear	0.5
defiant	uhmakas	anger	0.578
defy	uhmata	anger	0.5
defy	uhmata	fear	0.344
sacrifice	uhrata	trust	0.477
sacrifices	uhrauksia	disgust	0.383
sacrifices	uhrauksia	fear	0.562
victim	uhri	anger	0.328
victim	uhri	fear	0.672
swim	uida	anticipation	0.5
swim	uida	fear	0.125
swim	uida	joy	0.273
shy	ujo	fear	0.14
timidity	ujo	anticipation	0.359
timidity	ujo	fear	0.297
wail	ulista	fear	0.453
alien	ulkomaalainen	disgust	0.438
alien	ulkomaalainen	fear	0.422
outdoors	ulkona	joy	0.25
curfew	ulkonaliikkumiskielto	trust	0.383
excluded	ulkopuolelle	disgust	0.328
outsider	ulkopuolinen	fear	0.413
outhouse	ulkorakennus	disgust	0.648
excrement	uloste	disgust	0.883
fecal	ulosteen	disgust	0.844
faeces	ulosteet	disgust	0.812
gauging	ulottumista	trust	0.328
howl	ulvonta	anger	0.394
howl	ulvonta	disgust	0.195
howl	ulvonta	fear	0.453
musty	ummehtunut	disgust	0.602
constipation	ummetus	disgust	0.703
appendicitis	umpilisäkkeentulehdus	fear	0.547
uncensured	uncensured	trust	0.539
dreamt	uneksin	fear	0.111
dream	unelma	joy	0.484
dreams	unelmat	joy	0.559
reverie	unelmointi	joy	0.636
reverie	unelmointi	trust	0.516
sleepless	uneton	fear	0.234
insomniac	unettomuudestakärsivä	fear	0.234
insomnia	unettomuus	fear	0.266
unfollow	unfollow	anger	0.25
unik	unik	trust	0.273
unimpeached	unimpeached	trust	0.523
forgotten	unohdettu	fear	0.266
oblivion	unohdus	anger	0.437
oblivion	unohdus	fear	0.609
unforgettable	unohtumaton	joy	0.375
unsympathetic	unsympathetic	anger	0.424
untuk	untuk	trust	0.203
magnificent	upea	anticipation	0.531
magnificent	upea	joy	0.859
magnificent	upea	trust	0.586
sunk	uponnut	disgust	0.18
sunk	uponnut	fear	0.25
immerse	upottaa	anticipation	0.586
immerse	upottaa	fear	0.266
immerse	upottaa	joy	0.258
immerse	upottaa	trust	0.469
sinking	uppoaminen	fear	0.469
officer	upseeri	trust	0.609
career	ura	anticipation	0.453
brave	urhea	trust	0.602
athlete	urheilija	trust	0.414
valor	urheus	trust	0.688
growling	urina	anger	0.75
growling	urina	disgust	0.297
growling	urina	fear	0.547
pry	urkkia	anger	0.266
pry	urkkia	anticipation	0.469
pry	urkkia	trust	0.195
urs	urs	trust	0.258
organ	urut	anticipation	0.25
organ	urut	joy	0.094
dare	uskaltaa	anticipation	0.57
dare	uskaltaa	trust	0.258
credence	usko	trust	0.641
faith	usko	anticipation	0.438
faith	usko	joy	0.453
loyal	uskollinen	fear	0.094
loyal	uskollinen	joy	0.485
faithfulness	uskollisuus	joy	0.553
beliefs	uskomukset	trust	0.625
religions	uskonnot	trust	0.5
religion	uskonto	trust	0.469
believes	uskoo	trust	0.672
believed	uskotaan	trust	0.688
unfaithful	uskoton	disgust	0.578
plausible	uskottava	trust	0.57
infidelity	uskottomuus	anger	0.429
infidelity	uskottomuus	disgust	0.539
infidelity	uskottomuus	fear	0.469
believer	uskovainen	trust	0.617
haze	usva	fear	0.594
curiosity	uteliaisuus	anticipation	0.555
curious	utelias	anticipation	0.633
nosey	utelias	anger	0.213
utk	utk	trust	0.258
utopian	utopistinen	anticipation	0.5
utopian	utopistinen	joy	0.719
utopian	utopistinen	trust	0.43
reconsideration	uudelleenkäsittelyä	trust	0.422
newbeginnings	uudetalut	joy	0.693
exhaustion	uupumus	anticipation	0.297
newlife	uusielämä	joy	0.618
recidivism	uusintarikollisuus	anger	0.469
recidivism	uusintarikollisuus	disgust	0.406
newday	uusipäivä	joy	0.438
newjob	uusityö	fear	0.266
relapse	uusiutuminen	fear	0.516
newyear	uusivuosi	joy	0.561
scum	vaahto	disgust	0.695
foaming	vaahtoamista	anger	0.5
cherish	vaalia	anticipation	0.477
cherish	vaalia	joy	0.703
cherish	vaalia	trust	0.617
prowl	vaania	fear	0.422
wring	vääntää	anger	0.415
wrangling	vääntö	anger	0.562
danger	vaara	fear	0.802
bogus	väärä	anger	0.273
bogus	väärä	disgust	0.406
spurious	väärä	disgust	0.461
dangerous	vaarallinen	fear	0.75
perilous	vaarallinen	anticipation	0.477
dangerously	vaarallisesti	fear	0.766
endanger	vaarantaa	anticipation	0.516
endanger	vaarantaa	fear	0.688
jeopardize	vaarantaa	anger	0.561
misguided	vääräoppinen	disgust	0.195
perjury	väärävala	fear	0.484
rigged	väärennetty	anger	0.391
falsification	väärennys	anger	0.379
falsify	väärentää	disgust	0.406
wrongly	väärin	anger	0.448
wrongly	väärin	fear	0.328
misconception	väärinkäsitys	anger	0.219
misconception	väärinkäsitys	disgust	0.25
misconception	väärinkäsitys	fear	0.375
malfeasance	väärinkäytöksistä	disgust	0.641
misuse	väärinkäyttö	anger	0.297
misrepresented	vääristelty	anger	0.422
distorted	vääristynyt	disgust	0.461
wrongdoing	vääryys	anger	0.406
wrongdoing	vääryys	disgust	0.406
insist	vaatia	anger	0.182
insists	vaatii	anger	0.175
modest	vaatimaton	trust	0.57
exigent	vaativa	anticipation	0.508
exigent	vaativa	disgust	0.336
exigent	vaativa	fear	0.391
raspberries	vadelmat	joy	0.36
hiking	vaellus	joy	0.283
reticent	vähäpuheinen	fear	0.422
belittle	vähätellä	anger	0.531
belittle	vähätellä	disgust	0.508
belittle	vähätellä	fear	0.344
disparage	väheksyä	anger	0.688
disparage	väheksyä	disgust	0.453
disparaging	väheksyvä	anger	0.571
disparaging	väheksyvä	disgust	0.523
less	vähemmän	fear	0.167
lesser	vähempi	disgust	0.188
detract	vähennä	anger	0.242
lessen	vähentyä	anticipation	0.336
damage	vahingoittaa	anger	0.578
damage	vahingoittaa	disgust	0.391
harm	vahingoittaa	fear	0.719
intact	vahingoittumaton	trust	0.508
injurious	vahingollinen	anger	0.609
injurious	vahingollinen	fear	0.641
glee	vahingonilo	joy	0.875
accidental	vahingossa	fear	0.438
injury	vahinko	anger	0.469
injury	vahinko	fear	0.672
lookout	vahti	anticipation	0.609
sentinel	vahti	trust	0.516
watchdog	vahtikoira	trust	0.578
usher	vahtimestari	trust	0.391
strong	vahva	trust	0.562
strongest	vahvin	trust	0.68
corroborate	vahvistaa	trust	0.617
unverified	vahvistamattomia	anticipation	0.43
reinforcement	vahvistaminen	trust	0.547
strengthening	vahvistaminen	joy	0.516
strengthening	vahvistaminen	trust	0.661
confirmed	vahvistettu	trust	0.68
reinforcements	vahvistukset	trust	0.539
corroboration	vahvistus	trust	0.57
strength	vahvuus	joy	0.438
strength	vahvuus	trust	0.656
muzzle	vaientaa	fear	0.312
changeable	vaihteleva	anticipation	0.547
fluctuation	vaihtelu	anger	0.265
fluctuation	vaihtelu	fear	0.204
exchange	vaihto	trust	0.453
barter	vaihtokauppa	trust	0.398
ambush	väijytys	anger	0.661
ambush	väijytys	fear	0.688
difficult	vaikea	fear	0.359
unmanageable	vaikeahallita	disgust	0.328
